source,target,osmid,lanes,name,highway,length
98010336,6685594998,28103280,2,Phố Hàm Long,residential,11.668
98010336,8184202872,711372254,2,Phố Ngô Thì Nhậm,tertiary,7.468
98010336,6689473461,943964887,3,Phố Ngô Quyền,tertiary,11.118
98010926,6662355785,838508585,2,Phố Trần Hưng Đạo,secondary,19.067
98010926,6662352883,943964869,2,Phố Trần Hưng Đạo,secondary,18.291
98010926,6662352884,943964870,2,Phố Phan Chu Trinh,tertiary,8.339
98010926,6662352882,953227391,2,Phố Phan Chu Trinh,tertiary,19.257
98012399,6662352881,11550307,2,Phố Phan Chu Trinh,tertiary,11.191
98012399,6662352879,601595920,2,Phố Lý Thường Kiệt,tertiary,16.807
98012399,6662352880,953227391,2,Phố Phan Chu Trinh,tertiary,18.905
98012399,6662352878,953227392,2,Phố Lý Thường Kiệt,tertiary,14.174
98014765,4023430929,943964888,2,Phố Trần Hưng Đạo,secondary,98.869
102985443,10586767714,11550267,,Phố Lý Đạo Thành,residential,136.895
102985443,6647207214,28924658,,Phố Tông Đản,residential,77.33500000000001
102985443,271745504,28924658,,Phố Tông Đản,residential,416.134
102985443,8324080738,29046480,,Phố Cổ Tân,residential,84.80199999999999
102985688,6662487546,11550307,2,Phố Phan Chu Trinh,tertiary,14.447
102985688,6662487549,707060209,2,Phố Hai Bà Trưng,tertiary,16.05
102985688,6662487548,954856201,2,Phố Phan Chu Trinh,tertiary,15.763
102985688,6662487547,954856202,2,Phố Hai Bà Trưng,tertiary,17.678
102986558,6685594995,11550985,2,Phố Hàn Thuyên,tertiary,23.016
102986558,10130015979,28103280,2,Phố Hàm Long,residential,19.763
102986558,10130015981,457131694,2,Phố Lê Văn Hưu,tertiary,20.045
102986558,6685594997,711138757,2,Phố Lò Đúc,tertiary,19.103
102986558,6685594996,711138761,2,Phố Phan Chu Trinh,tertiary,13.257
102987953,10142638679,211930307,,Phố Đinh Công Tráng,residential,7.502
102987953,102987955,686156629,2,Đường Trần Khánh Dư,secondary,76.518
102987953,10142638686,711132577,2,Đường Trần Khánh Dư,secondary,2.21
102987955,102987956,686156629,2,Đường Trần Khánh Dư,secondary,25.057
102987955,102987953,686156629,2,Đường Trần Khánh Dư,secondary,76.518
102987956,102987955,686156629,2,Đường Trần Khánh Dư,secondary,25.057
102987956,102987957,813360486,2,Phố Trần Hưng Đạo,secondary,10.704
102987956,6685527205,600115734,2,Đường Trần Khánh Dư,secondary,16.358
102987957,442601282,813360486,2,Phố Trần Hưng Đạo,secondary,45.258
102987957,102987956,813360486,2,Phố Trần Hưng Đạo,secondary,10.704
102987961,6689572373,59150901,4,Phố Trần Thánh Tông,tertiary,26.838
102987961,6352370306,832454962,2,Phố Lê Thánh Tông,tertiary,28.907
102987961,6689572375,943964869,2,Phố Trần Hưng Đạo,secondary,16.462
102987961,6689572371,1226365019,2,Phố Trần Hưng Đạo,secondary,24.8
102987962,10142638747,838062938,4,Đường Trần Khánh Dư,primary,7.453
102987962,5707599790,11005894,1,Đường Trần Khánh Dư,secondary,89.032
102987962,10142638729,711134054,2,Đường Trần Khánh Dư,primary,56.277
102989115,6689625513,601595920,2,Phố Lý Thường Kiệt,tertiary,12.515
102989115,6689625514,769787747,2,Phố Lê Thánh Tông,tertiary,15.35
102989115,9966134298,964674136,2,Phố Lê Thánh Tông,tertiary,4.24
102989116,6644534246,28924660,,Phố Đặng Thái Thân,residential,15.712
102989116,6648288794,399565639,2,Phố Lê Thánh Tông,tertiary,29.079
102989116,6644534247,954856202,2,Phố Hai Bà Trưng,tertiary,21.565
102989116,6644534248,964674136,2,Phố Lê Thánh Tông,tertiary,20.52
102989711,8189781573,11550869,,Phố Hàng Chuối,residential,10.188
102989711,6689572381,11550985,2,Phố Hàn Thuyên,tertiary,9.634
102989711,6689572379,11550985,2,Phố Hàn Thuyên,tertiary,12.877
102989711,6689572378,711525565,,Phố Phan Huy Chú,residential,10.621
102989712,6689701339,28103437,,Phố Phan Huy Chú,residential,14.629
102989712,6689701340,711525565,,Phố Phan Huy Chú,residential,19.001
102989712,6689701342,943964869,2,Phố Trần Hưng Đạo,secondary,12.252
102989712,6689701341,943964869,2,Phố Trần Hưng Đạo,secondary,12.662
102989719,9966134316,28103437,,Phố Phan Huy Chú,residential,9.75
102989719,8189781466,601595920,2,Phố Lý Thường Kiệt,tertiary,18.909
102989719,6689625513,601595920,2,Phố Lý Thường Kiệt,tertiary,44.191
102989719,8189781468,28103437,,Phố Phan Huy Chú,residential,19.139
102990398,4023430927,28103280,2,Phố Hàm Long,residential,305.077
103001099,6685594997,464097835,2,Phố Lò Đúc,tertiary,485.057
271745504,102985443,28924658,,Phố Tông Đản,residential,416.134
308717223,6689675996,28103437,,Phố Phan Huy Chú,residential,13.38
308717223,6689625512,964674136,2,Phố Lê Thánh Tông,tertiary,91.706
308717223,6689625511,964674136,2,Phố Lê Thánh Tông,tertiary,4.61
308717227,8189781573,11550869,,Phố Hàng Chuối,residential,479.347
309597639,6646826310,1223365201,3,Phố Ngô Quyền,tertiary,39.051
309597640,10142026275,28869504,,Phố Nguyễn Xí,residential,52.575
309653586,10988320675,28191490,,Phố Cầu Đất,residential,5.576
309653586,10175009785,600157694,,Đường Hồng Hà,residential,124.241
309653586,320410406,702910581,,Đường Hồng Hà,residential,104.203
309653586,84799740,702910582,,Phố Cầu Đất,residential,24.767000000000003
309653587,10118488798,38134265,4,Đường Trần Khánh Dư,primary,38.292
309653587,438042806,954856205,4,Đường Trần Khánh Dư,primary,101.034
317367071,6646826309,9965723,2,Phố Tràng Tiền,secondary,65.398
317367071,8184606179,9965723,2,Phố Tràng Tiền,secondary,9.739
317367071,10142026275,28869504,,Phố Nguyễn Xí,residential,9.248
317968648,993037677,28924658,,Phố Tông Đản,residential,4.34
317968648,6647111311,711128281,1,Phố Tràng Tiền,secondary,8.962
317968648,10142649478,711128281,1,Phố Tràng Tiền,secondary,67.441
317968654,6644037905,28924660,,Phố Đặng Thái Thân,residential,8.187
317968654,6644037904,684089070,,Phố Phạm Ngũ Lão,residential,9.484
317968654,8817435380,684089070,,Phố Phạm Ngũ Lão,residential,48.735
317968666,6676496647,28924665,2,Phố Trần Thánh Tông,tertiary,22.71
317968666,2218590775,59150901,4,Phố Trần Thánh Tông,tertiary,15.177
317968666,6676496648,1226366005,2,Phố Tăng Bạt Hổ,tertiary,24.238
317968674,6676496647,28924665,2,Phố Trần Thánh Tông,tertiary,545.022
319490478,10586767714,11550267,,Phố Lý Đạo Thành,residential,8.644
319490478,4902374741,498896871,3,Phố Lý Thái Tổ,tertiary,53.318
319490478,1813639973,498896871,3,Phố Lý Thái Tổ,tertiary,216.244
319490480,6644037905,28924660,,Phố Đặng Thái Thân,residential,24.684
319490480,4022981145,28924660,,Phố Đặng Thái Thân,residential,80.187
319490483,2218590791,1226366005,2,Phố Tăng Bạt Hổ,tertiary,128.058
320410353,438042805,772375883,2,Đường Trần Quang Khải,primary,606.3850000000001
320410406,309653586,702910581,,Đường Hồng Hà,residential,104.203
320410406,5704400890,702910581,,Đường Hồng Hà,residential,70.474
320410409,10142638719,29124255,,Vạn Kiếp,residential,10.288
320410409,5707599746,600157694,,Đường Hồng Hà,residential,105.857
320410409,5707599742,"[408489723, 29124255]",2,"['Đường Bạch Đằng', 'Vạn Kiếp']","['residential', 'tertiary']",295.904
320410409,320410412,772375884,,Đường Nguyễn Khoái,residential,421.978
320410412,320410409,772375884,,Đường Nguyễn Khoái,residential,421.978
438042805,84799740,838062935,2,Đường Trần Khánh Dư,primary,47.981
438042805,6600251029,211897427,1,,primary_link,93.596
438042805,320410353,772375883,2,Đường Trần Quang Khải,primary,606.385
438042806,10142638778,211897425,1,,primary_link,20.367
438042806,309653587,954856205,4,Đường Trần Khánh Dư,primary,101.034
438042806,6600251026,954856205,4,Đường Trần Khánh Dư,primary,47.357
438042808,6600251031,38134264,4,Đường Trần Quang Khải,primary,23.944
438042808,10586767712,"[38134264, 37933056]","['1', '4']",Đường Trần Quang Khải,"['primary_link', 'primary']",218.917
442601282,10139319557,813360486,2,Phố Trần Hưng Đạo,secondary,11.753
442601282,102987957,813360486,2,Phố Trần Hưng Đạo,secondary,45.258
443033372,10988320675,28191490,,Phố Cầu Đất,residential,204.623
443033372,5704400886,408489723,2,Đường Bạch Đằng,tertiary,114.354
443033372,975689707,408489723,2,Đường Bạch Đằng,tertiary,784.8799999999999
445371170,6689701337,813360486,2,Phố Trần Hưng Đạo,secondary,25.64
445371170,10139319557,813360486,2,Phố Trần Hưng Đạo,secondary,93.384
445371197,10586767712,37933056,1,,primary_link,15.957
445371197,2302089256,704147261,2,Phố Tràng Tiền,secondary,28.622
445371197,6647207216,711128280,1,Phố Tràng Tiền,secondary,18.899
445371197,6647207215,711128282,1,Phố Tràng Tiền,secondary,19.568
975689707,443033372,408489723,2,Đường Bạch Đằng,tertiary,784.88
993037624,2302089248,711128281,1,Phố Tràng Tiền,secondary,9.346
993037624,5843520141,85608570,2,,secondary,33.445
993037624,6648055354,954856203,2,,secondary,7.126
993037639,6662487544,954856201,2,Phố Phan Chu Trinh,tertiary,34.017
993037639,993037757,943964871,2,,secondary,24.57
993037639,5843520141,946030643,2,,secondary,20.003000000000004
993037677,317968648,28924658,,Phố Tông Đản,residential,4.34
993037677,6647207214,28924658,,Phố Tông Đản,residential,8.338
993037677,6647111311,711128283,1,Phố Tràng Tiền,secondary,9.177
993037677,10142649479,711128283,1,Phố Tràng Tiền,secondary,67.357
993037757,6662487543,605230286,2,Phố Tràng Tiền,secondary,30.344
993037757,993037639,943964871,2,,secondary,24.57
993037757,4902374737,943964871,2,,secondary,5.585999999999999
995292117,6689745530,600115734,2,Đường Trần Khánh Dư,secondary,81.24799999999999
1813639973,319490478,498896871,3,Phố Lý Thái Tổ,tertiary,216.244
1819499860,8178545046,170810312,,Phố Vọng Đức,residential,9.413
1819499860,6662289398,769798549,3,Phố Ngô Quyền,tertiary,129.903
1819499860,8184202898,769798549,3,Phố Ngô Quyền,tertiary,30.423
1819499861,8178545045,170810312,,Phố Vọng Đức,residential,6.41
2218334196,10118488793,11550678,1,Đường Trần Khánh Dư,secondary,18.544
2218334196,10118488791,838062935,2,Đường Trần Khánh Dư,primary,55.85
2218334196,6648288796,"[28102704, 711134702]",2,Đường Trần Khánh Dư,primary,134.554
2218568787,8817349971,211930307,,Phố Đinh Công Tráng,residential,13.461
2218568787,5707599770,211930307,,Phố Đinh Công Tráng,residential,76.00399999999999
2218568787,8817346153,684089070,,Phố Phạm Ngũ Lão,residential,65.141
2218590775,6689572373,59150901,4,Phố Trần Thánh Tông,tertiary,11.584
2218590775,317968666,59150901,4,Phố Trần Thánh Tông,tertiary,15.177
2218590775,10139319599,880504074,,,tertiary_link,17.451
2218590775,10139319662,211933296,,,residential,30.595
2218590791,6676496648,1226366005,2,Phố Tăng Bạt Hổ,tertiary,43.177
2218590791,10139319662,211933296,,,residential,67.47200000000001
2218590791,319490483,1226366005,2,Phố Tăng Bạt Hổ,tertiary,128.058
2302089248,993037624,711128281,1,Phố Tràng Tiền,secondary,9.346
2302089248,10142649478,711128281,1,Phố Tràng Tiền,secondary,32.018
2302089256,6647111314,684089070,,Phố Phạm Ngũ Lão,residential,14.546
2302089256,10586767710,704147261,2,Phố Tràng Tiền,secondary,9.884
2302089256,445371197,704147261,2,Phố Tràng Tiền,secondary,28.622
2302090839,8178545045,170810312,,Phố Vọng Đức,residential,48.687
2302090839,6385048445,170810312,,Phố Vọng Đức,residential,71.041
2474695878,5704543860,600544651,,Vạn Kiếp,residential,6.198
2474695878,10142638698,600544652,,,steps,3.948
2474695878,6685527206,711134699,2,Đường Nguyễn Khoái,primary,8.283
2474695878,6648288797,711134701,2,Đường Trần Khánh Dư,primary,7.51
4022961193,8184202923,399565363,,Phố Nguyễn Khắc Cần,residential,5.47
4022961193,6689686491,953227392,2,Phố Lý Thường Kiệt,tertiary,58.665
4022961193,6662352878,953227392,2,Phố Lý Thường Kiệt,tertiary,112.253
4022961194,8184202924,399565363,,Phố Nguyễn Khắc Cần,residential,5.595
4022961194,6662487549,707060209,2,Phố Hai Bà Trưng,tertiary,105.203
4022961194,6684786558,769798547,2,Phố Hai Bà Trưng,tertiary,60.155
4022961194,8184202954,769798551,,Phố Nguyễn Khắc Cần,residential,4.537
4022961195,6662487543,605230286,2,Phố Tràng Tiền,secondary,86.002
4022961195,8184202955,769798551,,Phố Nguyễn Khắc Cần,residential,6.586
4022961195,6646826311,1223365293,2,Phố Tràng Tiền,secondary,66.414
4022966514,8184202956,704147265,,Ngõ Tràng Tiền,residential,114.088
4022966514,8184202955,769798551,,Phố Nguyễn Khắc Cần,residential,53.845
4022966514,8716653468,769798551,,Phố Nguyễn Khắc Cần,residential,49.591
4022966515,8184202956,704147265,,Ngõ Tràng Tiền,residential,7.879
4022966515,6662487544,954856201,2,Phố Phan Chu Trinh,tertiary,4.486
4022966515,6662487548,954856201,2,Phố Phan Chu Trinh,tertiary,73.074
4022968801,5707060235,600022137,,,residential,89.36
4022968801,5707054208,684089070,,Phố Phạm Ngũ Lão,residential,68.394
4022968801,7822814654,684089070,,Phố Phạm Ngũ Lão,residential,104.042
4022981145,319490480,28924660,,Phố Đặng Thái Thân,residential,80.187
4022981145,6644534244,28924660,,Phố Đặng Thái Thân,residential,52.602
4022981145,10142034366,684089069,,Ngõ 3B Phố Đặng Thái Thân,residential,4.548
4023430927,6689431165,28103280,2,Phố Hàm Long,residential,6.148
4023430927,102990398,28103280,2,Phố Hàm Long,residential,305.077
4023430929,8178544953,399627032,,Phố Nguyễn Chế Nghĩa,residential,9.717
4023430929,6662289399,943964888,2,Phố Trần Hưng Đạo,secondary,44.348
4023430929,98014765,943964888,2,Phố Trần Hưng Đạo,secondary,98.869
4902374735,5843520141,399565639,2,Phố Lê Thánh Tông,tertiary,14.821
4902374735,5704382355,399565639,2,Phố Lê Thánh Tông,tertiary,41.683
4902374737,4902374741,498896871,3,Phố Lý Thái Tổ,tertiary,30.002
4902374737,993037757,943964871,2,,secondary,5.585999999999999
4902374737,81817652,943964872,2,,secondary,16.168
4902374741,319490478,498896871,3,Phố Lý Thái Tổ,tertiary,53.318
4902374741,4902374737,498896871,3,Phố Lý Thái Tổ,tertiary,30.002
5704353664,8184202924,399565363,,Phố Nguyễn Khắc Cần,residential,78.28
5704353664,8184202923,399565363,,Phố Nguyễn Khắc Cần,residential,80.4
5704353664,8184202925,599635078,,Phố Phạm Sư Mạnh,residential,115.676
5704353664,8184202922,599635078,,Phố Phạm Sư Mạnh,residential,69.59
5704353665,8184202922,599635078,,Phố Phạm Sư Mạnh,residential,7.737
5704353665,6689686493,769798548,3,Phố Ngô Quyền,tertiary,69.526
5704353665,8184202934,769798548,3,Phố Ngô Quyền,tertiary,63.177
5704382342,6647111314,684089070,,Phố Phạm Ngũ Lão,residential,38.643
5704382342,8324108045,684089070,,Phố Phạm Ngũ Lão,residential,19.549
5704382344,8324108045,684089070,,Phố Phạm Ngũ Lão,residential,67.765
5704382344,6644037904,684089070,,Phố Phạm Ngũ Lão,residential,39.215
5704382355,6648288794,399565639,2,Phố Lê Thánh Tông,tertiary,73.004
5704382355,4902374735,399565639,2,Phố Lê Thánh Tông,tertiary,41.683
5704382356,6662487546,11550307,2,Phố Phan Chu Trinh,tertiary,68.061
5704382356,6662352881,11550307,2,Phố Phan Chu Trinh,tertiary,74.035
5704382356,8184202925,599635078,,Phố Phạm Sư Mạnh,residential,6.134
5704400882,5704400884,599647454,,Ngõ 312 Đường Bạch Đằng,residential,69.232
5704400882,5704400886,"[687098306, 599647455]",,Ngõ 300 Bạch Đằng,"['service', 'residential']",94.772
5704400884,6658015490,408489723,2,Đường Bạch Đằng,tertiary,40.707
5704400884,5704400886,408489723,2,Đường Bạch Đằng,tertiary,24.334
5704400884,5704400882,599647454,,Ngõ 312 Đường Bạch Đằng,residential,69.232
5704400886,5704400884,408489723,2,Đường Bạch Đằng,tertiary,24.334
5704400886,443033372,408489723,2,Đường Bạch Đằng,tertiary,114.354
5704400886,5704400882,"[687098306, 599647455]",,Ngõ 300 Bạch Đằng,"['service', 'residential']",94.772
5704400890,320410406,702910581,,Đường Hồng Hà,residential,70.474
5704400895,6408837604,408489723,2,Đường Bạch Đằng,tertiary,44.406
5704400895,6408837600,408489723,2,Đường Bạch Đằng,tertiary,43.104
5704543860,10142638719,29124255,,Vạn Kiếp,residential,3.93
5704543860,2474695878,600544651,,Vạn Kiếp,residential,6.198
5704543860,6685527207,711134700,2,Đường Nguyễn Khoái,primary,8.224
5704543860,6648288796,711134702,2,Đường Trần Khánh Dư,primary,7.84
5707054206,5707054208,684089070,,Phố Phạm Ngũ Lão,residential,41.944
5707054206,8817346153,684089070,,Phố Phạm Ngũ Lão,residential,28.267
5707054208,4022968801,684089070,,Phố Phạm Ngũ Lão,residential,68.394
5707054208,5707054206,684089070,,Phố Phạm Ngũ Lão,residential,41.944
5707054217,11217947433,953227391,2,Phố Phan Chu Trinh,tertiary,25.886
5707054217,5707060227,953227391,2,Phố Phan Chu Trinh,tertiary,33.999
5707060227,5707054217,953227391,2,Phố Phan Chu Trinh,tertiary,33.999
5707060227,6662352882,953227391,2,Phố Phan Chu Trinh,tertiary,86.39599999999999
5707060234,11209277993,964674136,2,Phố Lê Thánh Tông,tertiary,16.32
5707060234,6644534248,964674136,2,Phố Lê Thánh Tông,tertiary,41.337
5707060235,4022968801,600022137,,,residential,89.36
5707060240,5707060242,684089070,,Phố Phạm Ngũ Lão,residential,23.537
5707060240,7822814654,684089070,,Phố Phạm Ngũ Lão,residential,31.462
5707060241,5707060242,600022139,,,residential,62.617
5707060242,5707060241,600022139,,,residential,62.617
5707060242,8817435380,684089070,,Phố Phạm Ngũ Lão,residential,55.425
5707060242,5707060240,684089070,,Phố Phạm Ngũ Lão,residential,23.537
5707599742,320410409,"[408489723, 29124255]",2,"['Đường Bạch Đằng', 'Vạn Kiếp']","['residential', 'tertiary']",295.904
5707599742,6408837616,408489723,2,Đường Bạch Đằng,tertiary,222.248
5707599742,5707599746,600115696,,Ngõ 1081,residential,134.805
5707599746,320410409,600157694,,Đường Hồng Hà,residential,105.857
5707599746,5707599742,600115696,,Ngõ 1081,residential,134.805
5707599746,6408837613,600157694,,Đường Hồng Hà,residential,214.452
5707599770,2218568787,211930307,,Phố Đinh Công Tráng,residential,76.00399999999999
5707599770,6689701338,211930307,,Phố Đinh Công Tráng,residential,29.261
5707599771,6689701338,211930307,,Phố Đinh Công Tráng,residential,8.563
5707599771,6689701337,813360486,2,Phố Trần Hưng Đạo,secondary,36.079
5707599771,5707599788,1226365019,2,Phố Trần Hưng Đạo,secondary,43.279
5707599788,6689572371,1226365019,2,Phố Trần Hưng Đạo,secondary,42.495
5707599788,5707599771,1226365019,2,Phố Trần Hưng Đạo,secondary,43.279
5707599790,102987962,11005894,1,Đường Trần Khánh Dư,secondary,89.032
5707599790,10118488793,11550678,1,Đường Trần Khánh Dư,secondary,26.585
5707599790,10142638686,711132577,2,Đường Trần Khánh Dư,secondary,14.619
5707599797,6689486564,600115744,,Ngõ Phan Chu Trinh,residential,6.429
5707599797,6662352884,943964870,2,Phố Phan Chu Trinh,tertiary,53.139
5707599797,6685594996,943964870,2,Phố Phan Chu Trinh,tertiary,115.746
5707599801,8189781487,600115744,,Ngõ Phan Chu Trinh,residential,5.811
5707599801,6689701340,711525565,,Phố Phan Huy Chú,residential,40.98
5707599801,6689572378,711525565,,Phố Phan Huy Chú,residential,37.314
5707599805,8189781578,880504074,,,tertiary_link,25.225
5707599805,6689572377,943964869,2,Phố Trần Hưng Đạo,secondary,27.167
5707599805,6689572375,943964869,2,Phố Trần Hưng Đạo,secondary,11.461
5707599805,6689572376,11550985,2,Phố Hàn Thuyên,tertiary,31.562
5843520141,4902374735,399565639,2,Phố Lê Thánh Tông,tertiary,14.821
5843520141,993037624,85608570,2,,secondary,33.445
5843520141,993037639,946030643,2,,secondary,20.003
6352370306,8324148623,769787747,2,Phố Lê Thánh Tông,tertiary,162.276
6352370306,102987961,832454962,2,Phố Lê Thánh Tông,tertiary,28.907
6385048445,2302090839,170810312,,Phố Vọng Đức,residential,71.041
6385048445,8178545046,170810312,,Phố Vọng Đức,residential,40.117
6408551377,10142034366,684089069,,Ngõ 3B Phố Đặng Thái Thân,residential,56.729
6408837600,8713702409,408489723,2,Đường Bạch Đằng,tertiary,24.203
6408837600,6408837617,684117649,,Ngõ 364 Bạch Đằng,residential,20.339
6408837600,5704400895,408489723,2,Đường Bạch Đằng,tertiary,43.104
6408837604,5704400895,408489723,2,Đường Bạch Đằng,tertiary,44.406
6408837604,6658015490,408489723,2,Đường Bạch Đằng,tertiary,26.174
6408837604,6408837620,684117627,,Ngõ 338 Bạch Đằng,residential,32.935
6408837613,5707599746,600157694,,Đường Hồng Hà,residential,214.452
6408837613,8713732018,600157694,,Đường Hồng Hà,residential,162.111
6408837613,6408837616,684117637,,Ngõ 1009 Đường Hồng Hà,residential,114.963
6408837616,5707599742,408489723,2,Đường Bạch Đằng,tertiary,222.248
6408837616,8713702409,408489723,2,Đường Bạch Đằng,tertiary,147.16499999999996
6408837616,6408837613,684117637,,Ngõ 1009 Đường Hồng Hà,residential,114.963
6408837617,6408837600,684117649,,Ngõ 364 Bạch Đằng,residential,20.339
6408837620,6408837604,684117627,,Ngõ 338 Bạch Đằng,residential,32.935
6600251026,6600251027,711128282,1,Phố Tràng Tiền,secondary,22.772
6600251026,6600251031,954856204,4,Đường Trần Khánh Dư,primary,9.569
6600251026,438042806,954856205,4,Đường Trần Khánh Dư,primary,47.357000000000006
6600251027,6600251026,711128282,1,Phố Tràng Tiền,secondary,22.772
6600251027,6647207215,711128282,1,Phố Tràng Tiền,secondary,38.281
6600251028,6647207216,711128280,1,Phố Tràng Tiền,secondary,36.483
6600251028,6600251031,711128280,1,Phố Tràng Tiền,secondary,20.765
6600251029,6600251031,211897427,1,,primary_link,9.244
6600251029,438042805,211897427,1,,primary_link,93.596
6600251031,438042808,38134264,4,Đường Trần Quang Khải,primary,23.944
6600251031,6600251029,211897427,1,,primary_link,9.244
6600251031,6600251028,711128280,1,Phố Tràng Tiền,secondary,20.765
6600251031,6600251026,954856204,4,Đường Trần Khánh Dư,primary,9.569
6644037904,5704382344,684089070,,Phố Phạm Ngũ Lão,residential,39.215
6644037904,317968654,684089070,,Phố Phạm Ngũ Lão,residential,9.484
6644037905,317968654,28924660,,Phố Đặng Thái Thân,residential,8.187
6644037905,319490480,28924660,,Phố Đặng Thái Thân,residential,24.684
6644534244,4022981145,28924660,,Phố Đặng Thái Thân,residential,52.602
6644534244,6644534246,28924660,,Phố Đặng Thái Thân,residential,30.666
6644534246,6644534244,28924660,,Phố Đặng Thái Thân,residential,30.666
6644534246,102989116,28924660,,Phố Đặng Thái Thân,residential,15.712
6644534247,6662487547,954856202,2,Phố Hai Bà Trưng,tertiary,61.755
6644534247,102989116,954856202,2,Phố Hai Bà Trưng,tertiary,21.565
6644534248,5707060234,964674136,2,Phố Lê Thánh Tông,tertiary,41.337
6644534248,102989116,964674136,2,Phố Lê Thánh Tông,tertiary,20.52
6646826309,75618029,9965723,2,Phố Tràng Tiền,secondary,15.408
6646826309,317367071,9965723,2,Phố Tràng Tiền,secondary,65.398
6646826310,75618029,1223365201,3,Phố Ngô Quyền,tertiary,15.069
6646826310,309597639,1223365201,3,Phố Ngô Quyền,tertiary,39.051
6646826311,4022961195,1223365293,2,Phố Tràng Tiền,secondary,66.414
6646826311,75618029,1223365293,2,Phố Tràng Tiền,secondary,15.221
6647111311,10586767710,704147261,2,Phố Tràng Tiền,secondary,57.399
6647111311,317968648,711128281,1,Phố Tràng Tiền,secondary,8.962
6647111311,993037677,711128283,1,Phố Tràng Tiền,secondary,9.177
6647111314,2302089256,684089070,,Phố Phạm Ngũ Lão,residential,14.546
6647111314,5704382342,684089070,,Phố Phạm Ngũ Lão,residential,38.643
6647207214,993037677,28924658,,Phố Tông Đản,residential,8.338
6647207214,102985443,28924658,,Phố Tông Đản,residential,77.33500000000001
6647207215,6600251027,711128282,1,Phố Tràng Tiền,secondary,38.281
6647207215,445371197,711128282,1,Phố Tràng Tiền,secondary,19.568
6647207216,445371197,711128280,1,Phố Tràng Tiền,secondary,18.899
6647207216,6600251028,711128280,1,Phố Tràng Tiền,secondary,36.483
6648055354,81817652,965634323,2,,secondary,5.328
6648055354,10142649479,711128283,1,Phố Tràng Tiền,secondary,46.897
6648055354,993037624,954856203,2,,secondary,7.126
6648288794,102989116,399565639,2,Phố Lê Thánh Tông,tertiary,29.079
6648288794,5704382355,399565639,2,Phố Lê Thánh Tông,tertiary,73.004
6648288796,5704543860,711134702,2,Đường Trần Khánh Dư,primary,7.84
6648288796,2218334196,"[28102704, 711134702]",2,Đường Trần Khánh Dư,primary,134.554
6648288797,2474695878,711134701,2,Đường Trần Khánh Dư,primary,7.51
6648288797,10118488793,"[711134701, 711134054]",2,Đường Trần Khánh Dư,primary,132.427
6658015489,6658015490,708544257,,Ngõ 328 Bạch Đằng,residential,39.879
6658015490,6408837604,408489723,2,Đường Bạch Đằng,tertiary,26.174
6658015490,5704400884,408489723,2,Đường Bạch Đằng,tertiary,40.707
6658015490,6658015489,708544257,,Ngõ 328 Bạch Đằng,residential,39.879
