source,target,osmid,lanes,name,highway,length
98009137,8875,399561785,2,Phố Hai Bà Trưng,tertiary,39.4095
8875,9991,399561785,2,Phố Hai Bà Trưng,tertiary,39.4095
9991,8874,399561785,2,Phố Hai Bà Trưng,tertiary,39.4095
8874,8176640954,399561785,2,Phố Hai Bà Trưng,tertiary,39.4095
98010040,8178544891,764854185,3,Phố Hàng Bài,secondary,15.346
98010040,6689685037,1223385256,2,Phố Hai Bà Trưng,tertiary,16.391
98010040,6689685038,1223385257,3,Phố Hàng Bài,secondary,15.857
98010040,8176640954,399561785,2,Phố Hai Bà Trưng,tertiary,17.654
98010042,6684786556,605230289,3,Phố Ngô Quyền,tertiary,12.505
98010042,6684786558,769798547,2,Phố Hai Bà Trưng,tertiary,18.56
98010042,8184202934,769798548,3,Phố Ngô Quyền,tertiary,21.302
98010042,11379754649,1223385256,2,Phố Hai Bà Trưng,tertiary,20.727
98010334,6689686493,769798548,3,Phố Ngô Quyền,tertiary,16.029
98010334,8184202898,769798549,3,Phố Ngô Quyền,tertiary,21.571
98010334,6689686492,953227390,2,Phố Lý Thường Kiệt,tertiary,16.591
98010334,6689686491,953227392,2,Phố Lý Thường Kiệt,tertiary,15.53
98010335,6662289398,769798549,3,Phố Ngô Quyền,tertiary,12.915
98010335,6662289397,838508585,2,Phố Trần Hưng Đạo,secondary,16.581
98010335,8184202876,943964887,3,Phố Ngô Quyền,tertiary,24.957
98010335,6662289399,943964888,2,Phố Trần Hưng Đạo,secondary,16.3
98010336,6689473460,28103280,2,Phố Hàm Long,residential,17.538
98010336,6685594998,28103280,2,Phố Hàm Long,residential,11.668
98010336,8184202872,711372254,2,Phố Ngô Thì Nhậm,tertiary,7.468
98010336,6689473461,943964887,3,Phố Ngô Quyền,tertiary,11.118
98010926,6662355785,838508585,2,Phố Trần Hưng Đạo,secondary,19.067
98010926,6662352883,943964869,2,Phố Trần Hưng Đạo,secondary,18.291
98010926,6662352884,943964870,2,Phố Phan Chu Trinh,tertiary,8.339
98010926,6662352882,953227391,2,Phố Phan Chu Trinh,tertiary,19.257
98012399,6662352881,11550307,2,Phố Phan Chu Trinh,tertiary,11.191
98012399,6662352879,601595920,2,Phố Lý Thường Kiệt,tertiary,16.807
98012399,6662352880,953227391,2,Phố Phan Chu Trinh,tertiary,18.905
98012399,6662352878,953227392,2,Phố Lý Thường Kiệt,tertiary,14.174
98014765,8873,943964888,2,Phố Trần Hưng Đạo,secondary,24.71725
8873,9990,943964888,2,Phố Trần Hưng Đạo,secondary,24.71725
9990,8872,943964888,2,Phố Trần Hưng Đạo,secondary,24.71725
8872,4023430929,943964888,2,Phố Trần Hưng Đạo,secondary,24.71725
102985443,8871,11550267,,Phố Lý Đạo Thành,residential,34.22375
8871,9989,11550267,,Phố Lý Đạo Thành,residential,34.22375
9989,8870,11550267,,Phố Lý Đạo Thành,residential,34.22375
8870,10586767714,11550267,,Phố Lý Đạo Thành,residential,34.22375
102985443,8869,28924658,,Phố Tông Đản,residential,19.33375
8869,9988,28924658,,Phố Tông Đản,residential,19.33375
9988,8868,28924658,,Phố Tông Đản,residential,19.33375
8868,6647207214,28924658,,Phố Tông Đản,residential,19.33375
102985443,8867,28924658,,Phố Tông Đản,residential,104.0335
8867,9987,28924658,,Phố Tông Đản,residential,104.0335
9987,8866,28924658,,Phố Tông Đản,residential,104.0335
8866,271745504,28924658,,Phố Tông Đản,residential,104.0335
102985443,8865,29046480,,Phố Cổ Tân,residential,21.2005
8865,9986,29046480,,Phố Cổ Tân,residential,21.2005
9986,8864,29046480,,Phố Cổ Tân,residential,21.2005
8864,8324080738,29046480,,Phố Cổ Tân,residential,21.2005
102985688,6662487546,11550307,2,Phố Phan Chu Trinh,tertiary,14.447
102985688,6662487549,707060209,2,Phố Hai Bà Trưng,tertiary,16.05
102985688,6662487548,954856201,2,Phố Phan Chu Trinh,tertiary,15.763
102985688,6662487547,954856202,2,Phố Hai Bà Trưng,tertiary,17.678
102986558,6685594995,11550985,2,Phố Hàn Thuyên,tertiary,23.016
102986558,10130015979,28103280,2,Phố Hàm Long,residential,19.763
102986558,10130015981,457131694,2,Phố Lê Văn Hưu,tertiary,20.045
102986558,6685594997,711138757,2,Phố Lò Đúc,tertiary,19.103
102986558,6685594996,711138761,2,Phố Phan Chu Trinh,tertiary,13.257
102987953,10142638679,211930307,,Phố Đinh Công Tráng,residential,7.502
102987953,8863,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
8863,9985,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
9985,8862,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
8862,102987955,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
102987953,10142638686,711132577,2,Đường Trần Khánh Dư,secondary,2.21
102987955,102987956,686156629,2,Đường Trần Khánh Dư,secondary,25.057
102987955,8861,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
8861,9984,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
9984,8860,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
8860,102987953,686156629,2,Đường Trần Khánh Dư,secondary,19.1295
102987956,102987955,686156629,2,Đường Trần Khánh Dư,secondary,25.057
102987956,102987957,813360486,2,Phố Trần Hưng Đạo,secondary,10.704
102987956,6685527205,600115734,2,Đường Trần Khánh Dư,secondary,16.358
102987957,8859,813360486,2,Phố Trần Hưng Đạo,secondary,22.629
8859,442601282,813360486,2,Phố Trần Hưng Đạo,secondary,22.629
102987957,102987956,813360486,2,Phố Trần Hưng Đạo,secondary,10.704
102987961,6689572373,59150901,4,Phố Trần Thánh Tông,tertiary,26.838
102987961,6352370306,832454962,2,Phố Lê Thánh Tông,tertiary,28.907
102987961,6689572375,943964869,2,Phố Trần Hưng Đạo,secondary,16.462
102987961,6689572371,1226365019,2,Phố Trần Hưng Đạo,secondary,24.8
102987962,10142638747,838062938,4,Đường Trần Khánh Dư,primary,7.453
102987962,8858,11005894,1,Đường Trần Khánh Dư,secondary,22.258
8858,9983,11005894,1,Đường Trần Khánh Dư,secondary,22.258
9983,8857,11005894,1,Đường Trần Khánh Dư,secondary,22.258
8857,5707599790,11005894,1,Đường Trần Khánh Dư,secondary,22.258
102987962,9982,711134054,2,Đường Trần Khánh Dư,primary,28.1385
9982,10142638729,711134054,2,Đường Trần Khánh Dư,primary,28.1385
102989115,6689625513,601595920,2,Phố Lý Thường Kiệt,tertiary,12.515
102989115,6689625514,769787747,2,Phố Lê Thánh Tông,tertiary,15.35
102989115,9966134298,964674136,2,Phố Lê Thánh Tông,tertiary,4.24
102989116,6644534246,28924660,,Phố Đặng Thái Thân,residential,15.712
102989116,6648288794,399565639,2,Phố Lê Thánh Tông,tertiary,29.079
102989116,6644534247,954856202,2,Phố Hai Bà Trưng,tertiary,21.565
102989116,6644534248,964674136,2,Phố Lê Thánh Tông,tertiary,20.52
102989711,8189781573,11550869,,Phố Hàng Chuối,residential,10.188
102989711,6689572381,11550985,2,Phố Hàn Thuyên,tertiary,9.634
102989711,6689572379,11550985,2,Phố Hàn Thuyên,tertiary,12.877
102989711,6689572378,711525565,,Phố Phan Huy Chú,residential,10.621
102989712,6689701339,28103437,,Phố Phan Huy Chú,residential,14.629
102989712,6689701340,711525565,,Phố Phan Huy Chú,residential,19.001
102989712,6689701342,943964869,2,Phố Trần Hưng Đạo,secondary,12.252
102989712,6689701341,943964869,2,Phố Trần Hưng Đạo,secondary,12.662
102989719,9966134316,28103437,,Phố Phan Huy Chú,residential,9.75
102989719,8189781466,601595920,2,Phố Lý Thường Kiệt,tertiary,18.909
102989719,8856,601595920,2,Phố Lý Thường Kiệt,tertiary,22.0955
8856,6689625513,601595920,2,Phố Lý Thường Kiệt,tertiary,22.0955
102989719,8189781468,28103437,,Phố Phan Huy Chú,residential,19.139
102990398,8855,28103280,2,Phố Hàm Long,residential,76.26925
8855,9981,28103280,2,Phố Hàm Long,residential,76.26925
9981,8854,28103280,2,Phố Hàm Long,residential,76.26925
8854,4023430927,28103280,2,Phố Hàm Long,residential,76.26925
103001099,8853,464097835,2,Phố Lò Đúc,tertiary,121.26425
8853,9980,464097835,2,Phố Lò Đúc,tertiary,121.26425
9980,8852,464097835,2,Phố Lò Đúc,tertiary,121.26425
8852,6685594997,464097835,2,Phố Lò Đúc,tertiary,121.26425
271745504,8851,28924658,,Phố Tông Đản,residential,104.0335
8851,9979,28924658,,Phố Tông Đản,residential,104.0335
9979,8850,28924658,,Phố Tông Đản,residential,104.0335
8850,102985443,28924658,,Phố Tông Đản,residential,104.0335
308717223,6689675996,28103437,,Phố Phan Huy Chú,residential,13.38
308717223,8849,964674136,2,Phố Lê Thánh Tông,tertiary,22.9265
8849,9978,964674136,2,Phố Lê Thánh Tông,tertiary,22.9265
9978,8848,964674136,2,Phố Lê Thánh Tông,tertiary,22.9265
8848,6689625512,964674136,2,Phố Lê Thánh Tông,tertiary,22.9265
308717223,6689625511,964674136,2,Phố Lê Thánh Tông,tertiary,4.61
308717227,8847,11550869,,Phố Hàng Chuối,residential,119.83675
8847,9977,11550869,,Phố Hàng Chuối,residential,119.83675
9977,8846,11550869,,Phố Hàng Chuối,residential,119.83675
8846,8189781573,11550869,,Phố Hàng Chuối,residential,119.83675
309597639,8845,1223365201,3,Phố Ngô Quyền,tertiary,19.5255
8845,6646826310,1223365201,3,Phố Ngô Quyền,tertiary,19.5255
309597640,9976,28869504,,Phố Nguyễn Xí,residential,26.2875
9976,10142026275,28869504,,Phố Nguyễn Xí,residential,26.2875
309653586,10988320675,28191490,,Phố Cầu Đất,residential,5.576
309653586,8844,600157694,,Đường Hồng Hà,residential,31.06025
8844,9975,600157694,,Đường Hồng Hà,residential,31.06025
9975,8843,600157694,,Đường Hồng Hà,residential,31.06025
8843,10175009785,600157694,,Đường Hồng Hà,residential,31.06025
309653586,8842,702910581,,Đường Hồng Hà,residential,26.05075
8842,9974,702910581,,Đường Hồng Hà,residential,26.05075
9974,8841,702910581,,Đường Hồng Hà,residential,26.05075
8841,320410406,702910581,,Đường Hồng Hà,residential,26.05075
309653586,84799740,702910582,,Phố Cầu Đất,residential,24.767000000000003
309653587,8840,38134265,4,Đường Trần Khánh Dư,primary,19.146
8840,10118488798,38134265,4,Đường Trần Khánh Dư,primary,19.146
309653587,8839,954856205,4,Đường Trần Khánh Dư,primary,25.2585
8839,9973,954856205,4,Đường Trần Khánh Dư,primary,25.2585
9973,8838,954856205,4,Đường Trần Khánh Dư,primary,25.2585
8838,438042806,954856205,4,Đường Trần Khánh Dư,primary,25.2585
317367071,8837,9965723,2,Phố Tràng Tiền,secondary,16.3495
8837,9972,9965723,2,Phố Tràng Tiền,secondary,16.3495
9972,8836,9965723,2,Phố Tràng Tiền,secondary,16.3495
8836,6646826309,9965723,2,Phố Tràng Tiền,secondary,16.3495
317367071,8184606179,9965723,2,Phố Tràng Tiền,secondary,9.739
317367071,10142026275,28869504,,Phố Nguyễn Xí,residential,9.248
317968648,993037677,28924658,,Phố Tông Đản,residential,4.34
317968648,6647111311,711128281,1,Phố Tràng Tiền,secondary,8.962
317968648,8835,711128281,1,Phố Tràng Tiền,secondary,16.86025
8835,9971,711128281,1,Phố Tràng Tiền,secondary,16.86025
9971,8834,711128281,1,Phố Tràng Tiền,secondary,16.86025
8834,10142649478,711128281,1,Phố Tràng Tiền,secondary,16.86025
317968654,6644037905,28924660,,Phố Đặng Thái Thân,residential,8.187
317968654,6644037904,684089070,,Phố Phạm Ngũ Lão,residential,9.484
317968654,8833,684089070,,Phố Phạm Ngũ Lão,residential,24.3675
8833,8817435380,684089070,,Phố Phạm Ngũ Lão,residential,24.3675
317968666,6676496647,28924665,2,Phố Trần Thánh Tông,tertiary,22.71
317968666,2218590775,59150901,4,Phố Trần Thánh Tông,tertiary,15.177
317968666,6676496648,1226366005,2,Phố Tăng Bạt Hổ,tertiary,24.238
317968674,8832,28924665,2,Phố Trần Thánh Tông,tertiary,136.2555
8832,9970,28924665,2,Phố Trần Thánh Tông,tertiary,136.2555
9970,8831,28924665,2,Phố Trần Thánh Tông,tertiary,136.2555
8831,6676496647,28924665,2,Phố Trần Thánh Tông,tertiary,136.2555
319490478,10586767714,11550267,,Phố Lý Đạo Thành,residential,8.644
319490478,9969,498896871,3,Phố Lý Thái Tổ,tertiary,26.659
9969,4902374741,498896871,3,Phố Lý Thái Tổ,tertiary,26.659
319490478,8830,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
8830,9968,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
9968,8829,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
8829,1813639973,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
319490480,6644037905,28924660,,Phố Đặng Thái Thân,residential,24.684
319490480,8828,28924660,,Phố Đặng Thái Thân,residential,20.04675
8828,9967,28924660,,Phố Đặng Thái Thân,residential,20.04675
9967,8827,28924660,,Phố Đặng Thái Thân,residential,20.04675
8827,4022981145,28924660,,Phố Đặng Thái Thân,residential,20.04675
319490483,8826,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
8826,9966,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
9966,8825,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
8825,2218590791,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
320410353,8824,772375883,2,Đường Trần Quang Khải,primary,151.59625000000003
8824,9965,772375883,2,Đường Trần Quang Khải,primary,151.59625000000003
9965,8823,772375883,2,Đường Trần Quang Khải,primary,151.59625000000003
8823,438042805,772375883,2,Đường Trần Quang Khải,primary,151.59625000000003
320410406,8822,702910581,,Đường Hồng Hà,residential,26.05075
8822,9964,702910581,,Đường Hồng Hà,residential,26.05075
9964,8821,702910581,,Đường Hồng Hà,residential,26.05075
8821,309653586,702910581,,Đường Hồng Hà,residential,26.05075
320410406,8820,702910581,,Đường Hồng Hà,residential,17.6185
8820,9963,702910581,,Đường Hồng Hà,residential,17.6185
9963,8819,702910581,,Đường Hồng Hà,residential,17.6185
8819,5704400890,702910581,,Đường Hồng Hà,residential,17.6185
320410409,10142638719,29124255,,Vạn Kiếp,residential,10.288
320410409,8818,600157694,,Đường Hồng Hà,residential,26.46425
8818,9962,600157694,,Đường Hồng Hà,residential,26.46425
9962,8817,600157694,,Đường Hồng Hà,residential,26.46425
8817,5707599746,600157694,,Đường Hồng Hà,residential,26.46425
320410409,8816,"[408489723, 29124255]",2,"['Đường Bạch Đằng', 'Vạn Kiếp']","['residential', 'tertiary']",73.976
8816,9961,"[408489723, 29124255]",2,"['Đường Bạch Đằng', 'Vạn Kiếp']","['residential', 'tertiary']",73.976
9961,8815,"[408489723, 29124255]",2,"['Đường Bạch Đằng', 'Vạn Kiếp']","['residential', 'tertiary']",73.976
8815,5707599742,"[408489723, 29124255]",2,"['Đường Bạch Đằng', 'Vạn Kiếp']","['residential', 'tertiary']",73.976
320410409,8814,772375884,,Đường Nguyễn Khoái,residential,105.4945
8814,9960,772375884,,Đường Nguyễn Khoái,residential,105.4945
9960,8813,772375884,,Đường Nguyễn Khoái,residential,105.4945
8813,320410412,772375884,,Đường Nguyễn Khoái,residential,105.4945
320410412,8812,772375884,,Đường Nguyễn Khoái,residential,105.4945
8812,9959,772375884,,Đường Nguyễn Khoái,residential,105.4945
9959,8811,772375884,,Đường Nguyễn Khoái,residential,105.4945
8811,320410409,772375884,,Đường Nguyễn Khoái,residential,105.4945
438042805,8810,838062935,2,Đường Trần Khánh Dư,primary,23.9905
8810,84799740,838062935,2,Đường Trần Khánh Dư,primary,23.9905
438042805,8809,211897427,1,,primary_link,23.399
8809,9958,211897427,1,,primary_link,23.399
9958,8808,211897427,1,,primary_link,23.399
8808,6600251029,211897427,1,,primary_link,23.399
438042805,8807,772375883,2,Đường Trần Quang Khải,primary,151.59625
8807,9957,772375883,2,Đường Trần Quang Khải,primary,151.59625
9957,8806,772375883,2,Đường Trần Quang Khải,primary,151.59625
8806,320410353,772375883,2,Đường Trần Quang Khải,primary,151.59625
438042806,10142638778,211897425,1,,primary_link,20.367
438042806,8805,954856205,4,Đường Trần Khánh Dư,primary,25.2585
8805,9956,954856205,4,Đường Trần Khánh Dư,primary,25.2585
9956,8804,954856205,4,Đường Trần Khánh Dư,primary,25.2585
8804,309653587,954856205,4,Đường Trần Khánh Dư,primary,25.2585
438042806,8803,954856205,4,Đường Trần Khánh Dư,primary,23.6785
8803,6600251026,954856205,4,Đường Trần Khánh Dư,primary,23.6785
438042808,6600251031,38134264,4,Đường Trần Quang Khải,primary,23.944
438042808,8802,"[38134264, 37933056]","['1', '4']",Đường Trần Quang Khải,"['primary_link', 'primary']",54.72925
8802,9955,"[38134264, 37933056]","['1', '4']",Đường Trần Quang Khải,"['primary_link', 'primary']",54.72925
9955,8801,"[38134264, 37933056]","['1', '4']",Đường Trần Quang Khải,"['primary_link', 'primary']",54.72925
8801,10586767712,"[38134264, 37933056]","['1', '4']",Đường Trần Quang Khải,"['primary_link', 'primary']",54.72925
442601282,10139319557,813360486,2,Phố Trần Hưng Đạo,secondary,11.753
442601282,8800,813360486,2,Phố Trần Hưng Đạo,secondary,22.629
8800,102987957,813360486,2,Phố Trần Hưng Đạo,secondary,22.629
443033372,8799,28191490,,Phố Cầu Đất,residential,51.15575
8799,9954,28191490,,Phố Cầu Đất,residential,51.15575
9954,8798,28191490,,Phố Cầu Đất,residential,51.15575
8798,10988320675,28191490,,Phố Cầu Đất,residential,51.15575
443033372,8797,408489723,2,Đường Bạch Đằng,tertiary,28.5885
8797,9953,408489723,2,Đường Bạch Đằng,tertiary,28.5885
9953,8796,408489723,2,Đường Bạch Đằng,tertiary,28.5885
8796,5704400886,408489723,2,Đường Bạch Đằng,tertiary,28.5885
443033372,8795,408489723,2,Đường Bạch Đằng,tertiary,196.22
8795,9952,408489723,2,Đường Bạch Đằng,tertiary,196.22
9952,8794,408489723,2,Đường Bạch Đằng,tertiary,196.22
8794,975689707,408489723,2,Đường Bạch Đằng,tertiary,196.22
445371170,6689701337,813360486,2,Phố Trần Hưng Đạo,secondary,25.64
445371170,8793,813360486,2,Phố Trần Hưng Đạo,secondary,23.346
8793,9951,813360486,2,Phố Trần Hưng Đạo,secondary,23.346
9951,8792,813360486,2,Phố Trần Hưng Đạo,secondary,23.346
8792,10139319557,813360486,2,Phố Trần Hưng Đạo,secondary,23.346
445371197,10586767712,37933056,1,,primary_link,15.957
445371197,2302089256,704147261,2,Phố Tràng Tiền,secondary,28.622
445371197,6647207216,711128280,1,Phố Tràng Tiền,secondary,18.899
445371197,6647207215,711128282,1,Phố Tràng Tiền,secondary,19.568
975689707,8791,408489723,2,Đường Bạch Đằng,tertiary,196.22
8791,9950,408489723,2,Đường Bạch Đằng,tertiary,196.22
9950,8790,408489723,2,Đường Bạch Đằng,tertiary,196.22
8790,443033372,408489723,2,Đường Bạch Đằng,tertiary,196.22
993037624,2302089248,711128281,1,Phố Tràng Tiền,secondary,9.346
993037624,8789,85608570,2,,secondary,16.7225
8789,5843520141,85608570,2,,secondary,16.7225
993037624,6648055354,954856203,2,,secondary,7.126
993037639,8788,954856201,2,Phố Phan Chu Trinh,tertiary,17.0085
8788,6662487544,954856201,2,Phố Phan Chu Trinh,tertiary,17.0085
993037639,993037757,943964871,2,,secondary,24.57
993037639,5843520141,946030643,2,,secondary,20.003000000000004
993037677,317968648,28924658,,Phố Tông Đản,residential,4.34
993037677,6647207214,28924658,,Phố Tông Đản,residential,8.338
993037677,6647111311,711128283,1,Phố Tràng Tiền,secondary,9.177
993037677,8787,711128283,1,Phố Tràng Tiền,secondary,16.83925
8787,9949,711128283,1,Phố Tràng Tiền,secondary,16.83925
9949,8786,711128283,1,Phố Tràng Tiền,secondary,16.83925
8786,10142649479,711128283,1,Phố Tràng Tiền,secondary,16.83925
993037757,8785,605230286,2,Phố Tràng Tiền,secondary,15.172
8785,6662487543,605230286,2,Phố Tràng Tiền,secondary,15.172
993037757,993037639,943964871,2,,secondary,24.57
993037757,4902374737,943964871,2,,secondary,5.585999999999999
995292117,8784,600115734,2,Đường Trần Khánh Dư,secondary,20.312
8784,9948,600115734,2,Đường Trần Khánh Dư,secondary,20.312
9948,8783,600115734,2,Đường Trần Khánh Dư,secondary,20.312
8783,6689745530,600115734,2,Đường Trần Khánh Dư,secondary,20.312
1813639973,8782,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
8782,9947,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
9947,8781,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
8781,319490478,498896871,3,Phố Lý Thái Tổ,tertiary,54.061
1819499860,8178545046,170810312,,Phố Vọng Đức,residential,9.413
1819499860,8780,769798549,3,Phố Ngô Quyền,tertiary,32.47575
8780,9946,769798549,3,Phố Ngô Quyền,tertiary,32.47575
9946,8779,769798549,3,Phố Ngô Quyền,tertiary,32.47575
8779,6662289398,769798549,3,Phố Ngô Quyền,tertiary,32.47575
1819499860,8778,769798549,3,Phố Ngô Quyền,tertiary,15.2115
8778,8184202898,769798549,3,Phố Ngô Quyền,tertiary,15.2115
1819499861,8178545045,170810312,,Phố Vọng Đức,residential,6.41
2218334196,10118488793,11550678,1,Đường Trần Khánh Dư,secondary,18.544
2218334196,9945,838062935,2,Đường Trần Khánh Dư,primary,27.925
9945,10118488791,838062935,2,Đường Trần Khánh Dư,primary,27.925
2218334196,8777,"[28102704, 711134702]",2,Đường Trần Khánh Dư,primary,33.6385
8777,9944,"[28102704, 711134702]",2,Đường Trần Khánh Dư,primary,33.6385
9944,8776,"[28102704, 711134702]",2,Đường Trần Khánh Dư,primary,33.6385
8776,6648288796,"[28102704, 711134702]",2,Đường Trần Khánh Dư,primary,33.6385
2218568787,8817349971,211930307,,Phố Đinh Công Tráng,residential,13.461
2218568787,8775,211930307,,Phố Đinh Công Tráng,residential,19.001
8775,9943,211930307,,Phố Đinh Công Tráng,residential,19.001
9943,8774,211930307,,Phố Đinh Công Tráng,residential,19.001
8774,5707599770,211930307,,Phố Đinh Công Tráng,residential,19.001
2218568787,8773,684089070,,Phố Phạm Ngũ Lão,residential,16.28525
8773,9942,684089070,,Phố Phạm Ngũ Lão,residential,16.28525
9942,8772,684089070,,Phố Phạm Ngũ Lão,residential,16.28525
8772,8817346153,684089070,,Phố Phạm Ngũ Lão,residential,16.28525
2218590775,6689572373,59150901,4,Phố Trần Thánh Tông,tertiary,11.584
2218590775,317968666,59150901,4,Phố Trần Thánh Tông,tertiary,15.177
2218590775,10139319599,880504074,,,tertiary_link,17.451
2218590775,8771,211933296,,,residential,15.2975
8771,10139319662,211933296,,,residential,15.2975
2218590791,8770,1226366005,2,Phố Tăng Bạt Hổ,tertiary,21.5885
8770,6676496648,1226366005,2,Phố Tăng Bạt Hổ,tertiary,21.5885
2218590791,8769,211933296,,,residential,16.868000000000002
8769,9941,211933296,,,residential,16.868000000000002
9941,8768,211933296,,,residential,16.868000000000002
8768,10139319662,211933296,,,residential,16.868000000000002
2218590791,8767,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
8767,9940,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
9940,8766,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
8766,319490483,1226366005,2,Phố Tăng Bạt Hổ,tertiary,32.0145
2302089248,993037624,711128281,1,Phố Tràng Tiền,secondary,9.346
2302089248,8765,711128281,1,Phố Tràng Tiền,secondary,16.009
8765,10142649478,711128281,1,Phố Tràng Tiền,secondary,16.009
2302089256,6647111314,684089070,,Phố Phạm Ngũ Lão,residential,14.546
2302089256,10586767710,704147261,2,Phố Tràng Tiền,secondary,9.884
2302089256,445371197,704147261,2,Phố Tràng Tiền,secondary,28.622
2302090839,8764,170810312,,Phố Vọng Đức,residential,24.3435
8764,8178545045,170810312,,Phố Vọng Đức,residential,24.3435
2302090839,8763,170810312,,Phố Vọng Đức,residential,17.76025
8763,9939,170810312,,Phố Vọng Đức,residential,17.76025
9939,8762,170810312,,Phố Vọng Đức,residential,17.76025
8762,6385048445,170810312,,Phố Vọng Đức,residential,17.76025
2474695878,5704543860,600544651,,Vạn Kiếp,residential,6.198
2474695878,10142638698,600544652,,,steps,3.948
2474695878,6685527206,711134699,2,Đường Nguyễn Khoái,primary,8.283
2474695878,6648288797,711134701,2,Đường Trần Khánh Dư,primary,7.51
4022961193,8184202923,399565363,,Phố Nguyễn Khắc Cần,residential,5.47
4022961193,9938,953227392,2,Phố Lý Thường Kiệt,tertiary,29.3325
9938,6689686491,953227392,2,Phố Lý Thường Kiệt,tertiary,29.3325
4022961193,8761,953227392,2,Phố Lý Thường Kiệt,tertiary,28.06325
8761,9937,953227392,2,Phố Lý Thường Kiệt,tertiary,28.06325
9937,8760,953227392,2,Phố Lý Thường Kiệt,tertiary,28.06325
8760,6662352878,953227392,2,Phố Lý Thường Kiệt,tertiary,28.06325
4022961194,8184202924,399565363,,Phố Nguyễn Khắc Cần,residential,5.595
4022961194,8759,707060209,2,Phố Hai Bà Trưng,tertiary,26.30075
8759,9936,707060209,2,Phố Hai Bà Trưng,tertiary,26.30075
9936,8758,707060209,2,Phố Hai Bà Trưng,tertiary,26.30075
8758,6662487549,707060209,2,Phố Hai Bà Trưng,tertiary,26.30075
4022961194,8757,769798547,2,Phố Hai Bà Trưng,tertiary,15.03875
